meta_n;objective_id;axis_id;articulation_id;name;will_be_delivered;total_cost;schedule_2013_2014;schedule_2015_2016;observation;technically;status;transversalidade;qualitative_progress_1;qualitative_progress_2;qualitative_progress_3;qualitative_progress_4;qualitative_progress_5;qualitative_progress_6;updated_at;id_OrgaoResp;OrgaoResp;SiglaOrgaoResp
62;9;1;6;Implantar a Ouvidoria Municipal de Direitos Humanos;Ouvidoria em funcionamento, que contará com: Serviço de atendimento presencial com equipe interdisciplinar (advogados, assistentes sociais e psicólogos), serviço telefônico gratuito.;945418;Ouvidoria implantada;;"A Ouvidoria fará conexão com a Ouvidoria Nacional dos Direitos Humanos, vinculada à Secretaria de Direitos Humanos da Presidência da República, e será o interlocutor do Disque 100 em âmbito local.
Por meio destes serviços, fará o recebimento e registro de violações a direitos humanos, orientações e encaminhamentos, assim como o monitoramento das violações. As informações da Ouvidoria poderão subsidiar a base do Centro de Informações em Direitos Humanos, relatórios e estudos para o fortalecimento das políticas públicas no município. O serviço Disque 100 fará o encaminhamento das denúncias lá recebidas. Com base nesta parceria será desenvolvido um sistema informatizado de encaminhamento de denúncias na Ouvidoria municipal, que se dará a partir de módulos temáticos de tipos de violações de direitos, por exemplo, contra crianças e adolescentes, população LGBT, idosos, denúncias de tortura e racismo.";Ouvidoria de Direitos Humanos: canal de atendimento direto à população para recebimento de denúncias sobre violações aos direitos humanos e encaminhamento à rede de garantia de direitos;em andamento;;Firmado, como etapa preparatória à criação da ouvidoria, convênio com SDH-PR para criação de um Centro de Referência para atendimento e tratamento de casos de violação de Direitos Humanos.;Projeto de Lei de criação da Ouvidoria Municipal de Direitos Humanos em preparação.;Preparação de audiências públicas para diálogo com entidades da sociedade civil e cidadãos sobre o projeto de lei até o fim de 2014.;Acordo de cooperação com a Ouvidoria Nacional e Disque 100 em fase de elaboração.;;;2014-10-30 23:28:06;7;Secretaria Municipal de Direitos Humanos e Cidadania;SMDHC
63;9;1;6;Implementar a Educação em Direitos Humanos na rede municipal de ensino;6.000 profissionais de educação formados (aproximadamente 10% do total), Guia de orientação escolar e 4 cadernos temáticos sobre EDH produzidos e distribuídos para as escolas, Prêmio Municipal de EDH, 4 Centros de Educação em Direitos Humanos em CEUs;2796442;2.000 profissionais da educação formados, 2 Prêmio realizados, 4 Centros de Educação em Direitos Humanos em funcionamento;4.000 profissionais da educação formados, 2 Prêmio realizados, Guia de orientação escolar e 4 cadernos temáticos sobre EDH produzidos e distribuídos para as escolas;"Por meio das entregas mencionadas, pretende-se que as escolas da rede municipal insiram EDH em seu Projeto Político-Pedagógico e efetivamente trabalhem as questões de Direitos Humanos junto a toda a comunidade escolar.
As formações serão oferecidas na modalidade Ensino à Distância - EaD por meio de parceria com o Ministério da Educação e universidades federais. Será feita ampla divulgação para toda a rede municipal e a adesão dos participantes será voluntária. As escolas formarão grupos de trabalho compostos por professores, funcionários e gestores.
Também serão produzidos um guia escolar e quatro cadernos temáticos para serem utilizados em escolas. Os materiais didáticos têm como proposta abordar as diversas formas de discriminação e violência existentes no cotidiano escolar, contribuindo para que os profissionais de educação trabalhem estes temas de forma efetiva.
O Prêmio Municipal de EDH tem como objetivo dar visibilidade e valorizar as iniciativas e boas práticas desenvolvidas na rede. Realizado anualmente, contribuirá para o desenvolvimento de novas iniciativas e a disseminação das experiências bem sucedidas.
Por fim, serão implantados 4 %u201CCentros de Educação em Direitos Humanos%u201D em CEUs, criando pólos de irradiação de conhecimento, material didático, pesquisa, articulação comunitária e promoção da cultura dos Direitos Humanos na rede municipal de ensino. Os custos iniciais de implementação e manutenção serão viabilizados por convênio com a Secretaria de Direitos Humanos da Presidência da República, aproveitando-se a infraestrutura já existente dos CEUs.";Educação em Direitos Humanos (EDH): promove a formação para a cidadania e a democracia, através do conhecimento e do exercício de direitos.;em andamento com benefícios à população;;409 educadores da rede municipal formados por meio de seminário e cursos presenciais e à distância.;Abertas as inscrições para apresentação de projetos educativos no 2º Prêmio Municipal de Educação em Direitos Humanos.;Contratação de empresa para coordenação pedagógica e realização de atividades culturais nos 4 Centros de Educação em Direitos Humanos.;Guia de orientações em fase de fechamento editorial e cadernos temáticos em processo participativo de elaboração;Definidos os pontos de exibição e concluído o processo de recebimento de inscrições dos vídeos do 7º Festival Entretodos de Curta Metragem em Direitos Humanos;;2014-10-30 23:28:06;7;Secretaria Municipal de Direitos Humanos e Cidadania;SMDHC
64;9;1;6;Criar a Comissão da Verdade, da Memória e da Justiça no âmbito do Executivo municipal;Comissão criada e em funcionamento, Construção de, ao menos, 4 sítios de memória nos Cemitérios do Araçá, Perus e Vila Formosa e no Parque do Ibirapuera, Apoio técnico para identificação dos restos mortais de desaparecidos políticos, Ações de educação e cultura pelo direito à memória e à verdade apoiados.;2967535;Comissão criada, 2 Sítios de Memória construídos;2 Sítios de Memória construídos;"Os trabalhos da Comissão da Memória e Verdade da Prefeitura Municipal de São Paulo, em colaboração com as demais comissões da verdade com atuação no muncípio, deverão contribuir para a) o esclarecimento sobre casos de graves violações de direitos humanos ocorridas no município; b) a identificação de corpos e restos mortais de desaparecidos políticos; c) o levantamento de informações sobre esse período ocorridas na cidade de São Paulo; d) adoção de medidas e políticas públicas de educação e cultura para prevenir violação de direitos humanos, assegurar sua não repetição e promover a efetiva reconciliação. Um dos trabalhos esperados é a nominação de escolas, bibliotecas, praças, parques e vias públicas, homenageando mortos e desaparecidos políticos durante a Ditadura Militar (conforme previsto pela Lei municipal n. 15.717/2013).";"Comissão da Verdade: tem como objetivo examinar e esclarecer as graves violações de direitos humanos praticadas no município de São Paulo no período de 1964 a 1988, a fim de efetivar o direito à memória e à verdade histórica, à luz da Comissão Nacional da Verdade, instituída pela Lei Federal 12.528/2011
Sítios de memória: são locais que estiveram de alguma forma relacionados às violações de direitos humanos ocorridas durante o período militar ou locais simbólicos escolhidos para prestar homenagens aos mortos e desaparecidos durante esse período. Nesses lugares serão construídos memoriais para resgatar e registrar esses fatos, entre os quais monumentos, centros de reflexão, placas de identificação, entre outros.";em andamento com benefícios à população;;Comissão da Memória e Verdade da Prefeitura de São Paulo criada (Lei Municipal nº 16.012, de 16 de junho de 2014) e instalada no Edifício Ramos de Azevedo, onde situa-se o Arquivo Histórico de São Paulo.;Formalizado convênio entre SMDHC, SDH-PR e UNIFESP para viabilizar a retomada da identificação dos mortos encontrados na vala clandestina de Perus.;Continuidade das ações nas áreas de educação,  cultura e mobilização social para marcar e refletir sobre o que foi o golpe por meio da realização de 12 seminários para a formação de alunos e 1.160 professores em parceria com as DREs.;Realizada a seleção de materiais para compor os 1.000 Kits de Memória e Verdade (com 3 livros e 4 vídeos) com distribuição gratuita em escolas e bibliotecas municipais.;Aprovada junto aos órgãos competentes a construção do monumento em homenagem aos mortos e desaparecidos da ditadura militar no Parque Ibirapuera. ;Kits do Direito à Memória e à Verdade entregues para as 13 Diretorias Regionais de Educação e bibliotecas municipais.;2014-10-30 23:28:06;7;Secretaria Municipal de Direitos Humanos e Cidadania;SMDHC
65;9;1;6;Criar e implantar a Política Municipal para Migrantes e de Combate à Xenofobia;Regularização das feiras culturais da Rua Coimbra (Mooca) e do Rosário (Penha), reconhecidas como verdadeiro patrimônio cultural contemporâneo de São Paulo e inclusão da Feira de Alasita no Calendário festivo da Cidade, Curso permanente de português para migrantes, Mapeamento da população migrante, Cursos de qualificação de agentes públicos para atenção ao migrante, Campanha permanente de conscientização da população e prevenção à xenofobia, com foco na promoção dos direitos dos migrantes.;2474435;Regularização e promoção das 3 feiras/festividades migrantes, Cursos de qualificação, 1 Campanha de conscientização Mapeamento da população migrante;Curso de português implantado, Cursos de qualificação, 2 Campanhas de conscientização;"O conjunto articulado de ações ora proposto busca dar conta do problema histórico da falta de atenção aos migrantes por parte do poder público. A regularização das feiras da Rua Coimbra e do Largo do Rosário serão realizadas por meio do diálogo com todos os setores envolvidos, para que os migrantes possam legalmente desenvolver atividades econômicas e auferir renda. A regularização também vai ao encontro da política da atual gestão de apoiar e reconhecer como verdadeiro patrimônio cultural contemporâneo de São Paulo as feiras e espaços abertos de convivência que os migrantes vêm criando e fortalecendo ao longo dos anos.
Além das entregas acima mencionadas, outras ações em apoio à essa população serão realizadas, com destaque para a primeira Conferência Municipal de Migrantes e a construção de um Centro Cultural da Migração, que servirá como um espaço para a difusão de suas tradições, e também como local de referência tanto para estas comunidades quanto para os brasileiros natos (os custos e entregas dessas ações estão descritas em suas respectivas metas e orçamentos próprios).";"Migrante: é toda a pessoa que se transfere de seu lugar habitual de residência para outro lugar, região ou país.
Xenofobia: preconceito que engendra discriminação e/ou violência contra pessoas migrantes principalmente em razão de sua origem territorial diversa.";em andamento com benefícios à população;Apoio à Festa Nacional da Bolívia no Mamorial da América Latina;Formalização do convênio entre a SMDHC e o Ministério da Justiça para estruturação e manutenção do Centro de Referência e Acolhimento do Imigrante - CRAI e subsequente adequação e locação do imóvel para seu lançamento.;Manutenção do acolhimento aos imigrantes em abrigo municipal e parceria com o Ministério do Trabalho para emissão imediata de carteiras de trabalho para portadores de visto humanitário. ;Ampliação do acordo com a Caixa Econômica Federal para promoção do acesso desburocratizado a contas bancárias e crédito para os imigrantes, com atendimento bilíngue em toda a rede de agências do município. ;Lançamento do Portal Cosmópolis, espaço de publicação de pesquisas e notícias sobre imigração em São Paulo, em parceria com o Instituto de Relações Internacionais da USP - IRI/USP.;Oferecimento de curso de português básico para estrangeiros no abrigo emergencial da prefeitura e estruturação de 4 turmas para curso de idioma de 160 horas através do PRONATEC, com aulas oferecidas pelo Instituto Federal e SENAC.;Realização de capacitação de feirantes imigrantes pelo COVISA, promovendo a qualidade da Feira da Rua Coimbra;2014-10-30 23:28:06;7;Secretaria Municipal de Direitos Humanos e Cidadania;SMDHC
66;9;1;6;Fortalecer os Conselhos Tutelares, dotando-os de infraestrutura adequada e oferecendo política permanente de formação;Infraestrutura básica para o funcionamento do Conselho Tutelar, buscando adequá-los ao que preconiza a Resolução n. 139 do Conselho Nacional dos Direitos da Criança e do Adolescente - CONANDA, Capacitação de 440 conselheiros (atuais e os eleitos em 2014), Novo Conselho Tutelar modelo em Itaquera.;1500000;Entrega de infraestrutura aos 44 Conselhos Tutelares, 220 conselheiros capacitados, Novo Conselho Tutelar modelo em Itaquera;220 novos conselheiros capacitados;"O objetivo dessa meta é garantir infraestrutura mínima e padronizada aos Conselhos Tutelares e uma política permanente de formação para melhorar seu funcionamento, com vistas à garantia integral dos direitos da criança e do adolescente e suas famílias. Como ""infraestrutura mínima"" entende-se adequar os Conselhos Tutelares da cidade de São Paulo ao que preconiza a Resolução n. 139 do Conselho Nacional dos Direitos da Criança e do Adolescente - CONANDA. Parte desta será fornecida por meio de kits de equipagem doados pela Secretaria de Direitos Humanos da Presidência da República SDH/PR. A legislação municipal de garantia de direitos trabalhistas e sociais será baseada no que preconiza a lei federal n. 12.696/12. A política de formação permanente também será estruturada a partir de parceria com a SDH/PR por meio da Escola Nacional de Formação Continuada de Conselheiros/as de Direitos e Conselheiros (as) Tutelares. Por fim, o Conselho modelo de Itaquera será a 1ª iniciativa de uma série de mudanças propostas pela SDH/PR que visam consolidar o Sistema de Garantia de Direitos de Crianças e Adolescentes e constituir-se-á em um dos legados da Copa do Mundo de 2014, contribuindo para o fortalecimento da rede de conselhos tutelares na cidade. Os recursos para a construção do novo Conselho serão disponibilizados pelo governo federal mediante convênio a ser assinado junto à Prefeitura de São Paulo.";Conselho Tutelar: Conforme previsão do Estatuto da Criança e do Adolescente, é órgão permanente e autônomo, não jurisdicional, encarregado pela sociedade de zelar pelo cumprimento dos direitos da criança e do adolescente. Entre suas atribuições estão: atender as crianças e adolescentes visando a aplicação de medidas específicas de proteção, atender e aconselhar pais ou responsáveis, requisitar serviços públicos nas áreas de saúde, educação, serviço social, previdência, trabalho e segurança e encaminhar ao Ministério Público notícia de fato contra os direitos da criança ou adolescente.;em andamento com benefícios à população;sp-carinhosa, sp-mais-inclusiva;Efetivada a mudança de sede dos Conselhos Tutelares de Casa Verde e Pedreira para imóveis com melhores condições de funcionamento;Entrega de Kits do Governo Federal aos 44 Conselhos Tutelares do Município (incluindo carro, geladeira, bebedouro, impressora e 5 computadores);Realizada a contratação de operadora de telefonia móvel que garantirá disponibilidade de telefonia para fins de plantão a todos os Conselhos Tutelares;Realizadas formações de planejamento orçamentário com Conselheiros Tutelares para fins de elaboração do orçamento de 2015.;;;2014-10-30 23:28:06;7;Secretaria Municipal de Direitos Humanos e Cidadania;SMDHC
67;10;1;6;Implantar 08 novas Unidades de Referência à Saúde do Idoso (URSI);Unidade de Referência à Saúde do Idoso em funcionamento;6400000;04 URSIs;04 URSIs;As Unidades de Referência à Saúde do Idoso vem de encontro à necessidade de respostas efetivas às demandas da população idosa e estão inseridas na atenção à saúde do segmento idoso, da Política Municipal e Nacional do Idoso e nas recomendações de organismos internacionais.;"Unidade de Referência à Saúde do Idoso: unidade especializada para atender à pessoa idosa na sua área de abrangência. Insere-se no nível secundário da atenção à saúde, oferecendo atendimento por equipe especializada de gerontologia e geriatria e interprofissional, com visão integral em âmbito individual e coletivo; desenvolve ações preventivas e de promoção e proteção à saúde, atividades de treinamento e capacitação de profissionais da atenção básica e pesquisas específicas na área da gerontologia.";em andamento;;Estudo e planta modelo da URSI finalizados;As URSIs são unidades especializadas para atender à pessoa idosa.;;;;;2014-10-30 23:28:06;18;Secretaria Municipal de Saúde;SMS
68;10;1;6;Implantar 15 Centros Dia destinados à população idosa;15 Centros Dia em funcionamento;4650000;6 Centros Dia;9 Centros Dia;"O atendimento também pode incluir a elaboração de um Plano Individual e/ou Familiar de Atendimento, orientação e apoio nos autocuidados; apoio ao desenvolvimento do convívio familiar, grupal e social; identificação e fortalecimento de redes comunitárias de apoio; ajudas técnicas de autonomia no serviço, no domicílio, e na comunidade; apoio e orientação aos cuidadores familiares com vistas a favorecer a autonomia da dupla pessoa cuidada e cuidador familiar.
O Centro Dia é um serviço que ainda não tem as orientações técnicas elaboradas pelo MDS, que são necessárias para o seu funcionamento. Assim também não é um serviço tipificado, portanto para sua implantação será necessário a apresentação e aprovação do COMAS-Conselho Municipal de Assistência Social.";Centro Dia: equipamento social destinado à atenção diurna de pessoas idosas em situação de dependência, em que uma equipe multidisciplinar presta serviço de proteção social especial e de cuidados pessoais, fortalecimento de vínculos, autonomia e inclusão social, por meio de ações de acolhida, escuta, informação e orientação.;em andamento;;2 Centros Dia com a licitação em andamento, sendo um na subprefeitura do Butantã e outro na subprefeitura da Mooca.;2 Centros Dia em projeto de readequação em andamento, sendo um na subprefeitura de Ipiranga e outro na de Jaçanã/Tremembé.;;;;;2014-10-30 23:28:06;2;Secretaria Municipal de Assistência Social;SMADS
69;10;1;6;Desenvolver campanha de conscientização sobre a violência contra a pessoa idosa;4 campanhas de conscientização da violência contra a pessoa idosa, Seminários anuais de conscientização da violência contra a pessoa idosa.;480000;2 Campanhas de conscientização, 2 Seminários;2 Campanhas de conscientização, 2 Seminários;"A violência contra a pessoa idosa é crime. Diariamente esta população se depara com a violência em todas as instâncias e espaços de convivência da cidade - na família, nas ruas, nos serviços públicos e privados. Ela tem dificuldade de encontrar suporte para dar uma resposta a esta situação e, com frequência, se cala. Diversos são os tipos de violência contra a pessoa idosa: física, psicológica, sexual, emocional e social, abandono, negligência, financeira ou econômica e auto-negligência.
Esta meta tem como objetivo fortalecer a luta pelos direitos da pessoa idosa, evidenciar os principais aspectos da violência no município e divulgar os meios de denúncia disponíveis. As campanhas de mídia convidam ao diálogo, à reflexão e ao debate, incentivando a participação intergeracional da sociedade, além de integrar e fortalecer as ações de enfrentamento a todo tipo de agressão. A conscientização sobre a violência contra a pessoa idosa deverá contribuir sensivelmente para a construção de uma cidade do futuro, uma cidade melhor e mais acolhedora para a pessoa que envelhece.";Campanha de conscientização da violência contra a pessoa idosa: conjunto de ações que compreende a produção e distribuição periódica de diversos materiais como panfletos, cartazes, spots de radio e peças de audiovisual.;em andamento com benefícios à população;;Realização de 01 seminário (Céu Butantã) e 02 Diálogos (Subprefeituras de Perus e Itaquera) em parceria com SMPM, SMPED e SMPIR  sobre violência de gênero, étnica e contra a pessoa idosa e com deficiência.;Estabelecida parceria com o Disque 100 do Governo Federal para obtenção de dados sobre registros de casos de violência contra a pessoa idosa.;Campanha de Enfrentamento à Violência contra a Pessoa Idosa realizada em 2013.;2 Seminários de Conscientização sobre a violência contra a pessoa idosa realizados (jun e set/2013).;;;2014-10-30 23:28:06;7;Secretaria Municipal de Direitos Humanos e Cidadania;SMDHC
70;10;1;6;Implantar 5 unidades de Instituições de Longa Permanência do Idoso - ILPI;5 ILPIs em funcionamento;1550000;5 ILPIs;;Deve funcionar em unidade inserida na comunidade, com características residenciais e estrutura física adequada, visando o desenvolvimento de relações mais próximas do ambiente familiar e a interação social com pessoas da comunidade. As edificações devem ser organizadas de forma a atender aos requisitos previstos na regulamentação pertinente.;fdsa;em andamento;;"Unidade Parelheiros com terreno definido e projeto básico em andamento  em área do programa habitacional ""Minha Casa, Minha Vida""";;;;;;2014-10-30 23:28:06;2;Secretaria Municipal de Assistência Social;SMADS
71;10;1;6;Criar a Universidade Aberta da Pessoa Idosa do Município;Cursos gratuitos com grade curricular diversificada destinados à população idosa e servidores públicos que trabalham com esta população.;3107525;560 alunos atendidos;1.120 alunos atendidos;Os cursos visam à promoção da saúde da pessoa idosa, oferecendo subsídios teóricos para a análise das bases conceituais que fundamentam o processo de envelhecimento humano individual e populacional e a sua inter-relação com as áreas da saúde, sociologia, artes, educação física e assistência social. Os primeiros cursos terão a duração de um ano e serão compostos por 19 professores especialistas convidados que ministrarão aulas teóricas e práticas em áreas do conhecimento como: gerontologia, biologia do envelhecimento, enfermagem, segurança alimentar, fisioterapia, educação física, história, artes (história da arte e artes plásticas), teatro e fotografia. A UAPI estará sediada no Pólo do Idoso, localizado no bairro do Cambuci e terá cursos ministrados em outros equipamentos públicos do município nos bairros do Cambuci, Brasilândia, Raposo Tavares e Sapopemba.;Universidade Aberta da Pessoa Idosa - UAPI: conjunto de cursos que visam à promoção da saúde e conscientização do processo do envelhecimento entre a população idosa e servidores públicos que trabalham com esta temática;concluída;;Novo edital para cadastro de docentes da UAPI.;Polo Cambuci com 140 alunos matriculados e 80 concluintes em 2013.;Previsão de implantação dos polos Vila Clementino, Santo Amaro e um terceiro para 2015.;;;;2014-10-30 23:28:06;7;Secretaria Municipal de Direitos Humanos e Cidadania;SMDHC
72;11;1;5;Requalificar a infraestrutura e os espaços públicos do Centro;Espaços de convivência, de caráter multiuso;130829488;;Requalificação do Vale do Anhangabaú, Requalificação do Pq. D. Pedro II,  Requalificação do Pátio do Pari, Requalificação do Mercado Municipal;Requalificar espaço público de uma centralidade urbana. A secretaria Municipal de Direitos Humanos e Cidadania, por meio de suas coordenadorias, será articuladora do público-alvo para execução da meta, devendo considerar a necessidade da presença humana permanente nesses espaços, a fim de promover uma cultura de cidadania baseada na convivência, na tolerância e na ocupação contínua dos espaços públicos.;Programa de Requalificação do Espaço Público: urbanização e qualificação de espaços públicos que configuram uma centralidade urbana apropriada pelos cidadãos.;em andamento;sp-carinhosa, juventude-viva;Aprovação das diretrizes de projeto do Vale do Anhangabau pelo Condephaat.;"
Concluído o Projeto de implantação com a  viabilização física dos Projeto-Piloto  para o Largo São Francisco e Largo Paissandu. Implantação prevista para Setembro de 2014";;;;;2014-10-30 23:28:06;6;Secretaria Municipal de Desenvolvimento Urbano;SMDU
73;11;1;3;Implantar 42 áreas de conexão wi-fi aberta, com qualidade e estabilidade de sinal;42 áreas de conexão wi-fi em operação;30000000;42 áreas de conexão wi-fi;;"Serão instalados roteadores, antenas e concentradores capazes de fornecer acesso de qualidade à internet, com velocidade mínima de 512 kbps, podendo chegar a 2 Mbps, em praças ou outros equipamentos públicos, onde munícipes e visitantes poderão acessar livremente a internet a partir de diversos dispositivos. O número máximo de usuários simultâneos será calculado com base no fluxo de pessoas que transitam e na média de uso, garantindo qualidade e estabilidade de sinal.
* O custo total da meta reflete os recursos necessários para manutenção de 42 áreas de wi-fi durante um ano";Área de conexão wi-fi aberta: área de acesso livre e gratuito à internet por tecnologia wi-fi, principalmente a partir de PCs, Laptops, celulares.;superada;juventude-viva, sp-aberta;71 pontos de wi-fi implantados até setembro/2014, superando a meta;A nova meta é levar a internet livre, gratuita e de qualidade a 120 praças e demais logradouros do município, contemplando ao menos uma localidade por distrito;Internautas navegam a 512 kbps efetivos por usuário, para download e upload. É livre mesmo: não há necessidade de cadastro ou autenticação.;Saiba mais. Acesse: http://wifilivre.sp.gov.br/;;;2014-10-30 23:28:06;20;Secretaria Municipal de Serviços;SES
74;11;1;4;Implantar 18.000 novos pontos de iluminação pública eficiente;18 mil novos pontos de Iluminação Pública instalados;40670189;12.780 pontos de iluminação;5.304 pontos de iluminação;Instalação de novos postes com fiações sendo alguns subterrâneos e outros aéreos, e com lâmpadas de vapor de sódio de 70 a 250W. Inicialmente priorizar locais com altos índices de criminalidade tomando como referencia o INFOCRIM (mapeamento dos pontos de criminalidade na cidade ), o Sistema Intraurbano de Monitoramento dos Direitos Humanos, os territórios prioritários definidos no Juventude Viva e também locais de grande concentração de pessoas (equipamentos de educação e saúde, saídas e entrada das estações do metrô e trem, pontos de ônibus etc.).;Novo Ponto de Iluminação Pública Eficiente: Criação de ponto de iluminação em ruas, vielas ou praças com lâmpadas de vapor de sódio, com baixo consumo de energia elétrica.;superada;juventude-viva;13.676 novos pontos de iluminação implantado, além dos 18.000 previstos inicialmente na meta, até agosto/2014.;No cumprimento da meta, 1.856 lâmpadas da nova tecnologia LED e 44 lâmpadas utilizando tecnologia fotovoltaica (solar) foram utilizadas.;;;;;2014-10-30 23:28:06;20;Secretaria Municipal de Serviços;SES
75;11;1;2;Realizar as obras previstas no âmbito da Operação Urbana Consorciada Água Espraiada (OUCAE);Prolongamento da Av. Jornalista Roberto Marinho, Parque Linear,  Parque do Chuvisco,  Canalização do Córrego Água Espraiada e Córrego Pinheirinho,  Viadutos Dr. Lino de Moraes Leme e George Corbisier, Prolongamento da Av. Chucri Zaidan até a Av. João Dias,  Pontes sobre o Rio Pinheiros (Itapaiúna e Laguna).;1560000000;;Obras entregues;"O prolongamento da Av. Jornalista Roberto Marinho entre a Av. Dr. Lino de Moraes Leme e a Rodovia dos Imigrantes abrange um Parque de Linear de aproximadamente 271.600m2 de área e circundado por vias de trânsito local, canalização dos Córregos Água Espraiada e do Pinheirinho, construção de Habitações de Interesse Social, e a construção de 2 viadutos sobre a Av. Jornalista Roberto Marinho e/ou Parque Linear. Implantação do Parque do Chuvisco com área de aproximadamente 35.450m2, contendo quadras poliesportivas, equipamentos para a melhor idade, quadra de bocha, ciclovia, área para compostagem / hortas / pomar, quiosques, playground aquático, playground seco, arvorismo, pista de patinação, escalada, núcleo para vivência, galpão multiuso, núcleo de educação ambiental, e playground / área de apoio à Creche Municipal existente (CEI Vila Ernestina / Creche Jardim Aeroporto).
O prolongamento da Av. Chucri Zaidan até a Av. João Dias terá inicio a cerca de 200 metros do Largo Los Andes e terminará no entroncamento da Av. João Dias, com extensão aproximada de 3.400m e que servirá de suporte a um sistema de transporte coletivo dando continuidade ao eixo formado pela Av. Luis Carlos Berrini e Av. Faria Lima, e suporte a construção de transposição sobre o rio Pinheiros entre as pontes do Morumbi e João Dias (Pontes Itapaiúna e Laguna).
*Além das obras, a Operação Urbana Água Espraiada prevê a construção de Unidades Habitacionais de Interesse Social que estão consideradas na Meta 35";"Operação Urbana Consorciada: é um instrumento de política urbana previsto na Lei nº 10.257/2001, conhecida como Estatuto da Cidade (art. 4º, inc. V, ""p"", e art. 32 e ss). O art. 32, parágrafo único, da Lei define a operação urbana consorciada como ""o conjunto de intervenções e medidas coordenadas pelo Poder Público municipal, com a participação dos proprietários, moradores, usuários permanentes e investidores provados, com o objetivo de alcançar em uma área transformações urbanísticas estruturais, melhorias sociais e a valorização ambiental"".";em andamento;;Iniciadas as obras da Ponte Laguna;438 unidades habitacionais em construção;428 lotes em desapropriação para obras do parque linear;;;;2014-10-30 23:28:06;12;Secretaria Municipal de Infraestrutura e Obras;SIURB
76;11;1;3;Criar 32 programas de requalificação do espaço público e melhoria de bairro;1 Programa de requalificação criado em cada subprefeitura.;118000000;;32 programas de requalificação do espaço público;A Secretaria Municipal de Coordenação de Subprefeituras contará com o apoio da Secretaria Municipal de Direitos Humanos e Cidadania, por meio de suas coordenadorias, para a articulação do público-alvo para execução da meta. Há necessidade da presença humana permanente desses espaços, a fim de promover uma cultura de cidadania baseada na convivência, na tolerância e na ocupação contínua dos espaços públicos.;Programa de Requalificação do Espaço Público: urbanização e qualificação de espaços públicos que configuram uma centralidade urbana apropriada pelos cidadãos.;em andamento;sp-carinhosa, juventude-viva;Cada subprefeitura será beneficiada com um programa de requalificação do espaço público e melhoria de bairro.;O Programa é composto de urbanização e qualificação de espaços publicos urbanos apropriada pelos cidadãos.;;;;;2014-10-30 23:28:06;3;Secretaria Municipal de Coordenação das Subprefeituras;SMSP
77;12;2;2;Criar e efetivar a Agência São Paulo de Desenvolvimento;Agência São Paulo de Desenvolvimento criada, 32 Representações da Agência São Paulo de Desenvolvimento instaladas;3932099;31 Representações da Agência São Paulo de Desenvolvimento - ADESAMPA;1 Representação da Agência São Paulo de Desenvolvimento - ADESAMPA;A Agência São Paulo de Desenvolvimento será constituída por quadro técnico qualificado que irá identificar as possibilidades de projetos, emitir relatórios técnicos e orientar ações para promoção e potencialização de vocações regionais. As representações nas subprefeituras atuarão localmente, interagindo com os Núcleos de Desenvolvimento Local (representações da sociedade civil), as Casas do Empreendedor (apoio local aos empreendedores), os Centros de Tecnologia e demais projetos de desenvolvimento. Atendimento ao público com utilização da estrutura da subprefeitura. Recorte de gênero e juventude para definição de público-alvo nas ações da Agência.;"Agência SP: dará apoio ao desenvolvimento de projetos e incentivos aos micro e pequenos empreendedores.
Representações da Agência SP: estruturas descentralizadas de apoio aos empreendedores locais com assessoria jurídica, técnica e financeira (agentes de microcrédito), para dar celeridade ao processo de formalização, regularização, abertura de empresas e concessão de crédito.";concluída;;ADESampa - Agência de Desenvolvimento de São Paulo criada pela Lei 15.838/13.;30 das 32 subprefeituras com polos ADE Sampa implantados e em funcionamento. Guaianases e Sapopemba em adequação do espaço físico.;Articulação com órgãos públicos e privados das esferas federal, estadual e municipal para mapear possibilidades para consolidação de um modelo de empreendedorismo inclusivo e sustentável nos distritos.;           ;;;2014-10-30 23:28:06;5;Secretaria Municipal de Desenvolvimento, Trabalho e Empreendedorismo;SDTE
78;12;2;2;Criar uma agência de promoção de investimentos para a cidade de São Paulo a partir da expansão da atuação da Companhia São Paulo de Parcerias - SPP;Escopo de atuação da Companhia São Paulo de Parcerias %u2013 SPP alterado;0;Agência criada;;Projeto de Lei Municipal para alterar o escopo de atuação da Companhia São Paulo de Parcerias %u2013 SPP, adicionando a função de agência de promoção do investimento na cidade de São Paulo, com capacidade de auxiliar a administração pública na identificação de processos ineficazes, propor a adoção de medidas necessárias para a desburocratização e melhoria do ambiente de negócios no Município, a promover e buscar oportunidades de negócios, atrair novos investimentos para o Município de São Paulo. Esta meta não apresenta custo de implantação uma vez que a empresa já dispõe de estrutura da antiga SPP.;Companhia São Paulo de Parcerias - SPP: Sociedade de Economia Mista, autorizada pela Lei nº 14.517, de 16 de outubro de 2010, que tem por objeto viabilizar, garantir a implementação e atuar em outras atividades relacionadas ao Programa Municipal de Parcerias Público-Privadas.;concluída;;Criada a SP Negócios, como agência de fomento e promoção de negócios para a cidade.;Atuação nas áreas de Suporte ao Investidor, Estruturação de Projetos de Parceria Público-Privadas e Concessões e Melhoria do Ambiente de Negócios.;;;;;2014-10-30 23:28:06;10;Secretaria Municipal de Finanças e Desenvolvimento Econômico;SF
