id,name,name_url,description,city_id,upper_region,depth_level,created_at,created_by,automatic_fill,polygon_path,subregions_valid_after,id,name,uf,pais,latitude,longitude,created_at,name_uri,telefone_prefeitura,endereco_prefeitura,bairro_prefeitura,cep_prefeitura,email_prefeitura,nome_responsavel_prefeitura,summary,state_id,country_id,automatic_fill
208,Pirituba,+pirituba,,1,206,3,2013-06-14 16:01:04.088481,1,f,pocnCloc|GSKIIGQG]QkAE]EKOa@IOk@{@UKe@UQEQ?YAQ@s@FLm@?ED_@FqABo@B[@MBMBKDMDOBEBGDIBCHK@A@AFG?AFGHI@ALIBADEHEBCJG@AFEHE@AHE@AJI@?HGLIJIBAJGRMPMJGVQPM@AXS??FEFGb@[JINKLKBCBC@?@ALKFEDELI??DEFEBADEFEBCHE?A@AFGDG@?BCBCBAFGFC@AHG@?HEBCDAFA@A@?D?BAD?BA@?D?D?B@D@B@@?DBHB@@HD@?BBHFFDNJJHHFLF@?LHDBDBB@LH@?ZPBBNJ@@PP@@TR??TT?@JL@@@B@@LP?@JNLRHL@BJPFH@@FH@@@@@@JHHFLHNFXLTJ^NFDNFJD@?NHDB@@B?LFHD@@HF@?FDB@@?FDFD@@B@FDHFDBBBFDBBHFFDB@FFHHHDJHJFFDFBFBHDLDJBLB@???J@D@H?N@H?J?H?N???H?J???B@??F?D???D@DB@??@D@FDBB@?FDD@DDDB@@HD@@B@??@@@?DB??FD??HB?@D@????D@B??@H@??B@D???H@@?FAD?D?J?JAB?B?@?D?FA@?F?DA????J?JA@?LA@?J?BALA??BAB?DAJEFA@?BAHCTG??FCFC????JG@?FC@AJEBADCBADCHC?A@?DC@?FEDCDC@A@?DGFCFGFEFGFEFGFEFIFE@A??LI@AHEFEBCBAFCFEFCB?DCDANC??FCVGZILCDA^I??NELCJETGrBi@RI`@A^ATGLQLc@Ha@PYRMTGf@Qj@Ux@a@pA_@~Ag@hAc@v@O`AQp@Gn@Ar@CpBDR?FAHGDEDAH@FADAHEHAFAJBF?JELMTYPSHMJ[Fc@HcAh@NXD??bAN|@LjALd@FL?TIr@]h@_@PULSDINIXKlAU`AM^BTDTDXTj@ZdA`@^HVAt@EzAOnAM^KLIJM\e@^q@^i@V]T[JWNYR]JONWr@aATWJK??@?dAgAd@wARg@DKHFVRXNZLf@NNDtJlBt@Nd@F\BL@X?lAI~@If@AZBZFZHb@TpBjAzAz@~BtAvAhAx@t@x@v@^XRJFDVF^F^Bl@ARA@A??ZAtCYnD_@jC[xAOPCjCSzCUrAKbBMFA??`AKF?`AMd@M\Mf@UfBcAzFmDhDwBxAs@dAa@|@]rAWdBSzCQjDUdCQjAI~BQx@Ej@ErL]lEMJ?\Cp@IjAMbAO~@IdAIxH[Bn@HdB?pAArAe@nOo@vSOvDAZ_@pKGfDBdAHzARvA`@pBTr@Zz@hA`C`@n@JLkDh@e@La@PuA~@gCrBeElDcDjC}CdCmQzOsBfBs@j@eAx@aBjAyBvAqBjAm@^cDjBqHjEcAp@aAn@}BzAgAr@sBhB{BtBgGjFoGlFsCpB}A`AsAr@y@^}Ah@uAb@iATi@Fm@HOr@SbAIl@CJAJOv@Sx@Oh@Up@M\Yh@s@hAsB`D?@CBEHQRUXGHSVEDABSVCBS\CDQb@Mh@AFE`@AFE^EVCNG\??HVDV@HBR@Z?`@Cb@AP?@?@@F@DBFJLHJLHTT??FJBN?@BT?@?@Hp@HXHNNVBDLNNR@BBBFHZb@JLXb@Kd@Ol@CLCRCNa@`BGTe@h@CFAL?B@B?B@F@NBHBH@@JTLZNJBBFFFHFL@H@LGj@Mj@]lBCPCJ?BMh@WhAI^KRA@S\EHA@Wf@A@Qh@ELc@fA_@l@CJ@b@@l@ARCXENCPGNKXHf@J`@?PB^@V@P?@?\ITIJ_@XgAn@_@RC@??LXTp@DJFV??@@??WNYNUNKHEHMPMNa@VOFWDc@B[EUEk@YWQOSCS?WDO@K?IAIY]YUQSc@u@_@a@SQKCKA_@A_@ASCUCKA{@?KCEAEE]m@S_@KQACIOOWMIOE[E{@CWAQGgAWu@Q[G]GM?i@DsAP[B]?OCQISGUE[?q@EWGM?SB{ARs@JaATsA^m@Te@Pe@XIDGBOFSBSBK@KFKBO@_@@q@C[Ke@CQA}@Dq@Aw@GeBI}BIy@GaAAk@Bt@aB???AFMBO?C?Q?UE{@?W@KQIsAu@SMe@Wc@]]WUS]_@CCKGq@GKEKGIKMo@CI}Ad@A?eAZKg@UqAYoAMk@Sw@Gi@K{@Mg@WeAIs@AW??Cs@O}BD}@PsANgA`@J~@Nn@Fl@B|@@x@Cn@Gn@Il@Mb@K|@[j@Wh@[`@YsEaHCC???AcVm^??????{IyMeFyZu@qE{Om`AAG}@qFi@Ji@LgAZ]HGDKFCDCBELETAP@z@@@AJAPGTCPMLOLQDQBQAY?UCKAq@GmBWw@K??eBUi@KUIOGAAA?IGKGMOOSM]]cAAAEKKQEKACACEGWOGECA??ICMEOAGAG?OAa@CYEC[Gk@G_@?AEUOg@KQWWWU,,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
315,Jaçanã,+jacana,,1,313,3,2013-06-14 16:01:04.088481,1,f,vs`nCxhf{Gg@BeBH}AJQB{@HoCZ}ATkBXgCf@eCl@{Ab@iBd@GB{Ad@qBp@aBp@_Bp@uAn@kAj@i@gBSk@ESAQASCu@CY?]@[FQJQFKT]FU@K@GBKHWTc@`@m@n@gAT]d@{@J@XBv@HZB`@Hh@NLFFBDFBDFHLJDBD@D?B?D?D@HFTTVV`@^VV^Td@\PJHBF@J@TANEJELMJKHMBMDQ?I@a@@SDODKFKFGJIVGTCJ?J?LCLGPM\a@V]FGLIPEREZENARA^ITGJEFGHKHOFOBSBQBIDUFQHONYNSHMDGBI@O@S@OBUFODMDGJKPGVAP?XD^N\LTHTDTBTBf@AN?N?RDp@FT@n@@b@BL@VDz@PRBL@N?L?HCB?RGVGLCVAJ?F@F?J?L?HCHEJGH?H?`@Bt@DD@j@HbAF`AFT@FBB?HFDDFHJXJb@J|@@HF^DNBJ@D@BFFHJPNRJVFL@P@J@PDJ@L@P@P@\DZDL@R?X?d@@J?^BV?TATCREBAbAUTEHAH@B?\Dj@LNDJDB@B@FBF@H?r@Cl@@\?b@DL@B@D?DBDDJLNRPTLLB@TPf@`@l@`@^Rd@V\LRBJBd@Nl@RlAXt@VTFN@L@L?XCNCLENITSJIFELEPGNCP?R@pATPBJ@D?L?N@PBTFXLXPb@\jAz@lA`AXTFFBBNLV`@R\NXHJLLTH\HZDX@`@@\?h@GTATC\?l@ArACf@AP?P@L@ZDTH\Nj@\PFJBH@L?NALAl@Ct@EdBIB?h@Ev@CVALATGTGTI\Kb@OZMRGVOd@]j@i@FE`@_@ZSPKNGHCXEZEv@In@Kp@K\Iz@UbAYv@]d@SXKXKRGRINGXSLGNEVIh@Kn@MTGJCJGFGHIRY^i@@EZi@b@s@LOLMHGNI@?TIhA_@`@IPEJEZQlAu@XSVMNGRGRG??@?B?HATAB?R?V?`@CVCTGNEPGXSRQT[PSTURO\YNMPST_@V]XY`@_@`@a@fAgA`@[\U\W|@o@n@c@XQNILKZYZYfA{@VQPIRG^Gb@Eb@?X?r@BtBHV?TANCRGVKPMVWROBC^UJETK\Kp@Ql@Kn@If@EVCH?b@?D?f@Af@AZAZ@Z@`@DPBTDZJf@Pf@X^NTDXH\DV?TA^Ep@KlBOpAGbAIf@CXAT@XDb@L`@N^H^DX?`@AbAGf@EV?XB`@JbB\Z@^@hAEvAE~@I|AKp@Ej@Ah@Ej@C~@MJA_@r@iB`DwAdCcChEiApB[\kAf@yAeExAdEUJIBiAh@cBt@A@eBx@iBx@_Ab@_@Pg@ToClAcBv@u@\iAf@ULy@^sAl@uB~@A@iErBaFxBaDvAC@i@VSJUJWL{At@_Ab@{@`@i@VcAb@GBEB]P_@PsAl@wAl@DDJJNJTHTHFFDLDH?H?HIXAJ@PNnBFh@@LBJBDJHTJPJHFHHDLJj@BLDxAB|AAVIp@Mf@AL@VDTBJD\DLVp@HNFN@F?JCR?JBVLd@Pb@Vd@HR@J@FALA\?r@@ZBj@@n@?h@@XDRDLX^|@fAJPRf@FLDFHF\T\TJJRTZd@Xr@Zv@FLJLJJp@b@tAn@PLTPf@b@RVV\JLDFTRNHTHf@HJBHDLNV^Vj@HPg@n@wAfB{AnBWCQCaBWeAQYCO?S?U?]BQ@]Bq@Jm@JC@IB]N}Ap@e@Zo@l@oArA_@^{B~BkBlBIHk@l@mAnAs@t@c@d@q@r@aA`Aq@r@CBBD@B@BBLH\DVIBUD]H[DGBQDg@Pe@Lo@Lk@Jo@Lu@NJZFLXz@Tl@Pd@Nn@@DFb@?f@?HC\QdAQz@ABSr@S`@ITQd@?@ABABA@Op@QZ_@d@?@MLsAjBORW\{@jBABeCsA[QMGUMJi@Fi@DYFYF_@@U?SCSCMEGUSu@m@[[_@a@a@i@_@e@{AsA[UOQa@o@kAoBc@eAGOCKAW?[@M@IFONQr@m@DIFQLy@Fg@@_@?k@Em@Ia@KWQ[MKSMmAo@o@a@c@YYSUMq@g@QMe@]]U]Oy@Yc@SiAg@uAw@qBkAg@Yk@]a@Wg@Wm@]YQSQWYSYEIKYEUO_AMc@U{@GQ_@w@[q@]w@OWc@c@e@c@Kj@EZGf@Q|AObBYbCKj@ELGPIVGZGh@?r@E`AKBG?KAw@W_@OMKIIIWEMEIUK]MCAGCAAc@OYISQ]a@e@_@sAqAUOSMSQg@UWOQU}@aAU]MUOOACIKGKCIEOIQOUGIECKCIE]K]IgAe@q@[WOMOO_@]c@c@m@g@s@i@s@o@w@i@_@c@QMMOK]W]Oe@YKIE@QE]KWC[Eg@@GEEQAu@GeAEi@K{@[oAOc@]eAMa@Uk@AOAs@Hi@FUHKHKhBwAVQHMFGJOFY?CBQAWWEq@CQASCOEMAI@M?KASGUCI?I?GEGGICMCKGQEIBEFIHG@GAQEKMEAMESEW?WEMCIGMKKCK?KDIAM?KCMKOOOGQIYKOEK?S@OAKAIESOYGYCe@Ca@AU@WAOAKAMEMGMIMIQQ][GGGGKEWK_@QSO]UQSKMOOGIIIGAI?OLW\EBI?KGSK_Au@c@YQI]Me@QQIUQ]]]m@Ya@SWMQ[_@]a@]_@SSMIGC_@?o@ASAMCICIOGMIYKYGQAQ?c@A}@CWGYGMWSe@g@MKKCOIIGIMGYEa@EaA,,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
263,Campo Belo,+campo-belo,,1,260,3,2013-06-14 16:01:04.088481,1,f,hoboCpt{{GMC{@U_B]aB[sBc@yA[JMDGZ_@\_@BEFG^_@LMFEDEXSjGeEZWHKFGRYr@iAT[\i@P_@bAmCn@gB\}@fAyCVu@Rk@l@}APY^m@nBgCV]????|B}CJQn@{@v@wALWXcAJa@Po@Ji@Ho@@A?Al@aFBSHo@Jw@X_BJa@Nc@dCkGn@aBlBiF~AoE|AiE|@eCt@oBf@oAd@_AJStAkCnA{BdAUPELCp@Y`@O\Id@MlD_BfAg@JEh@WnAm@fAk@rAo@n@]NG`@SFEd@Op@UNAxDgAvAc@PGxAm@RIn@WNI\Sd@Y`@Wz@i@fAs@b@YFK@CFQNs@j@{Cl@aDTmABO?K?U?e@@O@E@CBAf@GbC~EnAfC\Sf@bAxCRnABZEZEXIr@_@fCaBf@Ar@nBd@Y~A{@HEXnCFf@FTN`@JBT@JAx@Ep@Ef@G|@\rAh@v@X^NlAd@l@TXJPH^Vj@`@ZVHJDFFDJFFBB?Ip@C^Dv@D`@HZJXTf@hAfBDHPXJRLRf@`ALT@J@V?p@@r@?bADbA@Z@n@Fb@J`@JTHLVVf@d@j@h@\b@t@|@dBhBFFBBf@b@RTJVi@R_@Te@ZGDcBfA{Az@o@XSHGBa@FiCTk@FWDYNMFCB_A~@c@h@Q\Yl@Q\U`@k@pAOXGLCLANA^\\vApA`DtC`@^rAnAHHrBlCv@~@pCjDRANEl@fD@FPlAJr@NCjB]VlBb@`DPtALhAHb@P`@f@r@x@dAVR~@XN@Lz@RzAHj@BNMFi@Z{AjAaItG{@p@a@^UVW\W`@c@r@kAlBa@n@WZUTWTSJUJYJe@LmEr@UDgG`Aw@Pe@Lg@Nq@Ze@Rk@\GDGDsGbEeAz@g@d@e@d@}@fACBcBvBk@v@c@l@OVoAvBu@jA_@f@kArAoGzGw@t@[TMH?@SL]P{CjAiBr@??}@^{@^a@TWT]Vc@f@U\Wh@[p@W~@Sf@[QiFeDoBmAaBeAiDyB_@UkBkAa@Ua@Ws@_@e@YmAs@{Ay@aAq@SOyA}@wCgBSMsBoAcCyAoAw@_@UWOwBwAGCiCcB_@U_Am@qBiA?Ac@WkC}A??UMcAk@u@[g@OYK{Bk@s@ScBg@gBe@,,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
294,Bom Retiro,+bom-retiro,,1,287,3,2013-06-14 16:01:04.088481,1,f,t~qnCxoq{GhVV~FD~DDv@]`@Qb@Ol@O`@E|@Az@@n@BN@\Bd@BXF`@HrCbA@?`KnDmAvH??o@tDo@xDe@rC}@pFo@|DI`@UhBCPKt@gAdHWxAq@rECNHFFHBJBLAr@StIkP`LOHUFkATa@J[L_@PYPqDzBq@h@YVSTc@f@e@r@S\S`@c@|@St@CHUt@W~AGhAA`A?F?p@@\?@Bv@HbBT|EMBQBc@D{AFQ@iBJYDSBSFWJWL[Lk@X[NqEvBc@Vk@XeCnAEBgBz@wAl@YNyCzA_GnCkEzBy@`@WLaBv@a@TYNUPUXs@bA}@jAGDKBMBKAA?C?C?EASAIAUCKAK?QCA?A?I?AAA?_AGbBaUHoA\oGNsCRcCNeBPqCh@mILgBZsEF_CF}Fj@gV`@sOz@sZFgBNwFJgIF_BNcEt`@^vEFrB@,,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
293,Cambuci,+cambuci,,1,287,3,2013-06-14 16:01:04.088481,1,f,dmwnCflq{GaCdB_A]f@qOFsCFoBTsHD{ABoAHiCTgFx@cQBg@D{@DiAReCDc@TeGDy@FoBnAw@fBcAdAk@tAq@`Bs@p@YvB}@jCaAbv@iYX~@Lh@@VATITWTKFHV??FT|BhHlA|DNb@b@fB_@t@[`@[\a@Xc@TqAl@Nf@rBhHDPL\JTHRh@xALPNPLJRJRDjCd@`KhBFNLT~@tCDDJNtBpBDEXKVEd@E^?f@B\LPJNH\XV\N^Rp@JVRZZRXL^D`@Ab@IlAbAf@`@RTRVDJLX\`AJNNRjBzANVJZNf@JRTNlBv@lCqAb@SRIN?L@PBNNkBnCq@bAGJAH?vC@zA@lDBlB@tB@R?|A@~C?nD@fCiGy@iEe@iEi@??qDe@??uC]}IgAwFs@qFq@??sDe@wBYcH{@aEg@Oj@_@t@wDVK@MF{AfAgH`@ApAMz@[vBqDy@cCk@aE_AMEmC`IENU|@OVIJa@FeBFqA@oA?uADkG`@iACO}B]kG,,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
298,Pari,+pari,,1,296,3,2013-06-14 16:01:04.088481,1,f,jjsnChgo{G|D~DfChCvBvBE~BAVMxDSfFUdHW`EU|Ds@lEs@bEIh@UrAA@Yl@o@C{@A}@@a@Dm@Nc@Na@Pw@\_EE_GEiVWsBAwEGu`@_@??NoDDgC??AsAEeAIkAWkBaAmHOuBCmA??@kBFuADu@Jw@Lu@ZsAv@eC^aAVo@d@{@d@w@f@q@fCiDjEuFZe@P[T]f@gA^}@^iAb@eBXuAPgAF}@D{ABuACaAIaBWwBGk@OiAbDk@jF{@lF}@t@GvAyAtErEhGlGFFhBjBxCzC??jKrKdEfEkCfDtAtA,,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
353,Jardim São Luís,++jardim-s-o-lu-s,,1,215,3,2013-07-29 14:40:45.259215,11,f,tcioC~zi|GjApDf@|FtAlDUfJj@pE`DrGxCpC~D`A?iV`@aG|@eCnMrCbMrGnBNhEfBhKpGnDi@nF~FtABjBk@jFfBxAHnAlBdClArDlD|BxDvDrBhCf@rGs@vCBnD~@Vl@fCD|@uDzD{ErAg@vGc@bHmCnGm@oAaPxAyOHoKr@yGKwB`JpArC`BrC\|@WxBaDtFsBvFbArKlK|CrGpFhEvDsCzGwBzCeBpEWzBdAhGrJpHpIpCz@~Ed@xDtAfBGrFoB`CoDrCaMjCqS~WdKhFsTpHnB^h@Ci@nC^jR\jNiHrMaRhW{KrRyRpJmWjDi_@yPUeXoJyr@}\gPsDgF@qGv@e[jGk_@pEyyCvO}Cu@sFyK_CwAaaAcQoCsB{BcGwBVce@r^cErBiEhAeHh@cKSeAzWsItq@mBbHs@hKV|BQpCiDrOeBdEnKh@vAl@nExE~CxF,,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
296,Moóca,mooca,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
238,Parelheiros,parelheiros,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
216,Cidade Tiradentes,cidade-tiradentes,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
218,São Mateus,sao-mateus,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
222,Itaquera,itaquera,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
232,Butantã,butanta,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
241,Itaim Paulista,itaim-paulista,,1,,2,2013-06-14 16:01:04.088481,1,f,,2000-01-01 00:00:00,1,São Paulo,SP,br,-23.56288,-46.654659,2012-09-28 03:55:36.899955,sao-paulo,(11) 3113-8000,"Rua Doutor Falcão Filho, 56",Centro,01007-010,,,"São Paulo (pronuncia-se AFI: [sɐ̃w̃ ˈpawlu] link=. ouça) é um município brasileiro, capital do estado de São Paulo e principal centro financeiro, corporativo e mercantil da América do Sul. É a cidade mais populosa do Brasil, do continente americano e de todo o hemisfério sul, e a cidade brasileira mais influente no cenário global, sendo considerada a 14ª cidade mais globalizada do planeta, recebendo a classificação de cidade global alfa, por parte do Globalization and World Cities Study Group & Network (GaWC). O lema da cidade, presente em seu brasão oficial, é ""Non ducor, duco"", frase latina que significa ""Não sou conduzido, conduzo"".",17,1,f
